ID	Waveform	Period	Phase	Nadir	Tau	P
0.07849520142487948	cosine	24.0	14.0	20.0	0.29727222782587787	0.020918889760707993
1.0222534757149366	cosine	24.0	16.0	22.0	0.4395869822638583	0.0013087389029084813
-0.948358035557189	cosine	24.0	12.0	14.0	0.22143990733302804	0.06476208627439409
-0.7336797069237843	cosine	24.0	8.0	6.0	0.2509652283107651	0.042888118888463896
0.9826366716491337	cosine	24.0	16.0	18.0	0.29211214466158614	0.02276070879876716
-1.449150112722912	cosine	24.0	20.0	18.0	0.18118348213186988	0.10741654185240362
0.4201847141619613	cosine	24.0	14.0	16.0	0.3616851819772791	0.0066412775630506635
1.0230530976637588	cosine	24.0	16.0	20.0	0.3235644011566607	0.013375682598903569
-0.7675074382225751	cosine	24.0	10.0	16.0	0.25002703725741965	0.04347701138065798
0.5424211348875682	cosine	24.0	2.0	4.0	0.1885787263005176	0.09834961988888624
0.5174139662492101	cosine	24.0	10.0	6.0	0.41626344273655386	0.002187709194618986
-2.143361907542121	cosine	24.0	0.0	12.0	0.537499603572735	0.0001167403418648289
0.15987253207689184	cosine	24.0	12.0	16.0	0.26154605694066657	0.03668290960514206
-0.4373752615917429	cosine	24.0	0.0	22.0	0.23444639054072441	0.05424431461757581
1.1710411814960437	cosine	24.0	14.0	12.0	0.12548261415538256	0.19515484779068937
1.5786458983358382	cosine	24.0	20.0	18.0	0.5139694697210186	0.00021688021381524654
-0.20747398672104017	cosine	24.0	10.0	16.0	0.6250675931435491	9.377380133857909e-06
1.4682484037576518	cosine	24.0	2.0	22.0	0.3926929429304807	0.0035899625406177324
1.0311102353401735	cosine	24.0	14.0	8.0	0.4265167106155982	0.0017504949338750207
-0.6343686744733429	cosine	24.0	12.0	10.0	0.2878718795329364	0.024374796195956446
-0.4371051576583227	cosine	24.0	12.0	8.0	0.3838291727105819	0.00429821088254844
-2.740872207666245	cosine	24.0	12.0	10.0	0.16238926537755388	0.1331294177656946
0.31717767846059775	cosine	24.0	2.0	4.0	0.19597397046916537	0.08985625322931617
0.28165035925304754	cosine	24.0	6.0	8.0	0.524074447354833	0.0001667261860500595
-0.5711274336943679	cosine	24.0	10.0	8.0	0.26572788879963366	0.03444220575113408
-0.6786687940920051	cosine	24.0	4.0	14.0	0.21979349113192914	0.06619938366322035
0.42933465223358214	cosine	24.0	10.0	8.0	0.1845332561108567	0.10323755908592297
-0.6120008309222529	cosine	24.0	10.0	8.0	0.1845332561108567	0.10323755908592297
0.37719193230317116	cosine	24.0	16.0	20.0	0.19119714613802677	0.09527758524409297
-0.04253777241176664	cosine	24.0	22.0	20.0	0.19191458635529096	0.09444831922890234
-1.4693504403205806	cosine	24.0	22.0	18.0	0.28364854062579337	0.02607689362942387
-0.3878816276058396	cosine	24.0	4.0	2.0	0.21815970297510862	0.06764995867882109
0.35208486981647047	cosine	24.0	10.0	12.0	0.2731092190440679	0.030762062328506853
0.08980921965338544	cosine	24.0	2.0	6.0	0.32785350799604684	0.012400444227444124
0.9220655399078478	cosine	24.0	6.0	4.0	0.2583465585551994	0.03847661585264555
