ID	Waveform	Period	Phase	Nadir	Tau	P
0.8550808608818322	cosine	24.0	10.0	12.0	0.17715192586642242	0.11260606365924808
0.712562301882034	cosine	24.0	10.0	8.0	0.3395411912439763	0.010049245916082774
-0.8235526171914734	cosine	24.0	16.0	18.0	0.23295019131240413	0.055380662873957556
0.4640765964318356	cosine	24.0	20.0	18.0	0.2773216563242906	0.02881195020498228
0.43134021965466335	cosine	24.0	8.0	4.0	0.26154605694066657	0.03668290960514206
-1.6577787657746528	cosine	24.0	16.0	18.0	0.2625311679869951	0.03614461188618968
-1.3244585079786206	cosine	24.0	0.0	22.0	0.24177284024512205	0.04894394450731348
0.5405332993619374	cosine	24.0	20.0	18.0	0.24774067964969962	0.04493949144849353
-0.3260658324709534	cosine	24.0	10.0	12.0	0.3616851819772791	0.0066412775630506635
1.6712960038315796	cosine	24.0	18.0	16.0	0.29950738883023387	0.02016114215609676
0.1578037206923253	cosine	24.0	14.0	16.0	0.23620256782189655	0.052934139906380795
-1.1340442285878167	cosine	24.0	8.0	6.0	0.26572788879963366	0.03444220575113408
1.7040150640215983	cosine	24.0	18.0	20.0	0.2551359238183474	0.04034778682105685
-0.44674175430848473	cosine	24.0	6.0	4.0	0.2509652283107651	0.042888118888463896
-0.16935776401163688	cosine	24.0	20.0	14.0	0.22387167774541422	0.06268366142713092
-0.1930630080560811	cosine	24.0	8.0	10.0	0.33215986099954203	0.011483852877009561
0.6787986062347835	cosine	24.0	12.0	10.0	0.26572788879963366	0.03444220575113408
0.27709720838674456	cosine	24.0	8.0	6.0	0.3173972005106735	0.014893695995628085
-0.22479068719651812	cosine	24.0	2.0	6.0	0.16576862763845066	0.12821813932553655
0.005959502692545308	cosine	24.0	0.0	2.0	0.30263454002180495	0.019140153805216078
0.9160593121292209	cosine	24.0	22.0	0.0	0.26375218935831496	0.03548639977917875
-0.29522658224985115	cosine	24.0	22.0	20.0	0.35430385173284484	0.007642194440630212
0.4336674560631452	cosine	24.0	4.0	6.0	0.19929591659972523	0.08622355226943118
0.12132865446190762	cosine	24.0	2.0	4.0	0.24034543548105186	0.04994280222373064
0.2713788840628855	cosine	24.0	20.0	18.0	0.21815970297510862	0.06764995867882109
-1.2892235164676538	cosine	24.0	2.0	20.0	0.20841821363024415	0.0768138415244357
-0.20714675607896418	cosine	24.0	14.0	16.0	0.30263454002180495	0.019140153805216078
-0.9248582407175886	cosine	24.0	6.0	0.0	0.3971017650559018	0.0032782919758639786
0.019693041148934526	cosine	24.0	10.0	12.0	0.1550079351331196	0.14430254111594104
-0.022357202183472875	cosine	24.0	14.0	16.0	0.17715192586642242	0.11260606365924808
0.2626947436057372	cosine	24.0	10.0	8.0	0.33215986099954203	0.011483852877009561
-1.136228037322221	cosine	24.0	8.0	0.0	0.3370166864022913	0.010521242945149252
-0.7384714418111734	cosine	24.0	22.0	0.0	0.23444639054072441	0.05424431461757581
-0.10415340041406804	cosine	24.0	4.0	2.0	0.22555494714375637	0.0612756889104502
0.519974043230579	cosine	24.0	16.0	12.0	0.28364854062579337	0.02607689362942387
1.3579820726188017	cosine	24.0	0.0	16.0	0.28886033117174187	0.023990189143146694
-1.1891538404777375	cosine	24.0	4.0	18.0	0.3883018343330748	0.003926562060915238
-0.45524718223506055	cosine	24.0	6.0	8.0	0.2583465585551994	0.03847661585264555
-1.1674306352733377	cosine	24.0	10.0	6.0	0.4088959481748449	0.002560614606221767
-1.0865577700560507	cosine	24.0	20.0	18.0	0.1885787263005176	0.09834961988888624
-0.33405345785802015	cosine	24.0	0.0	4.0	0.23944357325553983	0.05058223589567321
0.04384064687939014	cosine	24.0	18.0	2.0	0.4835456804902441	0.0004658785759889497
0.3536287202995334	cosine	24.0	8.0	4.0	0.2173410895704131	0.0683859475317161
1.0231120832003475	cosine	24.0	18.0	16.0	0.2699264121556429	0.03230693818080994
-0.15165898458127786	cosine	24.0	10.0	8.0	0.17715192586642242	0.11260606365924808
-2.465350599570586	cosine	24.0	22.0	6.0	0.20841821363024415	0.0768138415244357
0.20458054135187245	cosine	24.0	16.0	18.0	0.24034543548105186	0.04994280222373064
-0.2790681800881484	cosine	24.0	8.0	10.0	0.28049054928850214	0.02741363646522646
0.6614513961953083	cosine	24.0	18.0	16.0	0.20336921463781313	0.08192052243423542
0.4489518637632921	cosine	24.0	12.0	14.0	0.3100158702662392	0.016903200710028324
0.48607477948935396	cosine	24.0	16.0	22.0	0.2857315384715079	0.025225367793130095
1.9235636966483982	cosine	24.0	18.0	20.0	0.3216931213361771	0.01382149916799702
-0.15248031490754724	cosine	24.0	2.0	0.0	0.33215986099954203	0.011483852877009561
-1.5093519359575571	cosine	24.0	20.0	0.0	0.4029547337418701	0.0029021736212107687
0.10566019583300278	cosine	24.0	0.0	20.0	0.2490992899495197	0.04406574993045694
0.5535765097342009	cosine	24.0	12.0	10.0	0.19191458635529096	0.09444831922890234
-1.2233609883406276	cosine	24.0	8.0	10.0	0.32477853075510776	0.013093115992743426
0.49941212568117477	cosine	24.0	10.0	12.0	0.22143990733302804	0.06476208627439409
-1.2184290440668133	cosine	24.0	8.0	6.0	0.35430385173284484	0.007642194440630212
-0.25069727255994556	cosine	24.0	22.0	20.0	0.17715192586642242	0.11260606365924808
1.1631356230917689	cosine	24.0	2.0	6.0	0.32785350799604684	0.012400444227444124
-1.093454759743402	cosine	24.0	0.0	2.0	0.39859183319945046	0.003178592823322213
-2.0966847171835137	cosine	24.0	8.0	10.0	0.28049054928850214	0.02741363646522646
-0.4104527563398593	cosine	24.0	4.0	6.0	0.35430385173284484	0.007642194440630212
-1.4610482283210233	cosine	24.0	10.0	12.0	0.24358389806633082	0.04769966180633572
-0.20830419372302694	cosine	24.0	12.0	14.0	0.26572788879963366	0.03444220575113408
0.3476107835520482	cosine	24.0	14.0	8.0	0.3235644011566607	0.013375682598903569
0.1729520085946141	cosine	24.0	8.0	2.0	0.44573342098338953	0.001138513936955571
-1.0773482555165237	cosine	24.0	14.0	12.0	0.2878718795329364	0.024374796195956446
-0.051656475646468386	cosine	24.0	18.0	16.0	0.20336921463781313	0.08192052243423542
-1.7473623102435556	cosine	24.0	12.0	10.0	0.2583465585551994	0.03847661585264555
-0.1982471636951359	cosine	24.0	18.0	16.0	0.2551359238183474	0.04034778682105685
0.4226175853043787	cosine	24.0	14.0	12.0	0.14024527464425107	0.16849709470074392
1.665424964873654	cosine	24.0	12.0	8.0	0.2509652283107651	0.042888118888463896
0.6644406312485747	cosine	24.0	4.0	6.0	0.3469225214884106	0.008773600268086433
-0.3053596401429249	cosine	24.0	10.0	18.0	0.344343136106689	0.009202243653261678
-0.9044736112133239	cosine	24.0	18.0	20.0	0.24774067964969962	0.04493949144849353
0.20122547712246214	cosine	24.0	8.0	14.0	0.3382718739365089	0.010284203985431312
0.14535839536025894	cosine	24.0	2.0	18.0	0.3516695858110866	0.008030305253720312
0.45470219176271304	cosine	24.0	14.0	12.0	0.14762660488868534	0.15609104027542364
0.6102739718608957	cosine	24.0	12.0	22.0	0.26375218935831496	0.03548639977917875
0.9378566157318812	cosine	24.0	14.0	6.0	0.3766153684897394	0.004964179797329569
1.0154745807821326	cosine	24.0	20.0	18.0	0.3216931213361771	0.01382149916799702
-0.9754699612947374	cosine	24.0	2.0	0.0	0.2878718795329364	0.024374796195956446
-1.89566259826049	cosine	24.0	12.0	8.0	0.21405857708859377	0.07139933215686703
0.4073280560751288	cosine	24.0	0.0	16.0	0.2815474113952421	0.026960055111695882
0.13211039251838325	cosine	24.0	4.0	6.0	0.2509652283107651	0.042888118888463896
0.04955307393262115	cosine	24.0	8.0	10.0	0.16977059562198815	0.12256654833167985
-0.810280213438979	cosine	24.0	0.0	22.0	0.23444639054072441	0.05424431461757581
-0.5186127220473921	cosine	24.0	14.0	16.0	0.4207358239327533	0.0019860827842088013
