ID	Waveform	Period	Phase	Nadir	Tau	P
0.3090006254459848	cosine	24.0	2.0	22.0	0.23855178776150696	0.051220920739073736
0.8918560974552712	cosine	24.0	14.0	16.0	0.2066772468441595	0.07854663026645384
-0.756219711800252	cosine	24.0	18.0	12.0	0.26473451003726783	0.034964025382031784
-1.666289458036381	cosine	24.0	0.0	22.0	0.16118189349674802	0.13491510064665357
1.0367686957030657	cosine	24.0	2.0	22.0	0.19451145771322875	0.09149116941576257
0.6799322011297159	cosine	24.0	8.0	12.0	0.32477853075510776	0.013093115992743426
-1.0278002521368315	cosine	24.0	6.0	10.0	0.15103363851503282	0.15057309273890357
-0.2354549930064175	cosine	24.0	18.0	20.0	0.20336921463781313	0.08192052243423542
-0.8710201176061093	cosine	24.0	22.0	18.0	0.2689135515023755	0.032811789040382046
0.11161848114217526	cosine	24.0	12.0	16.0	0.3867934644897182	0.004048549572026775
-0.24135526574342345	cosine	24.0	14.0	12.0	0.2509652283107651	0.042888118888463896
1.599546231790988	cosine	24.0	2.0	0.0	0.23620256782189655	0.052934139906380795
0.368532810586538	cosine	24.0	22.0	16.0	0.2857315384715079	0.025225367793130095
-0.890044192207535	cosine	24.0	16.0	14.0	0.30263454002180495	0.019140153805216078
-1.648538278146053	cosine	24.0	16.0	14.0	0.2952532097773707	0.02162395005989455
2.4754436485073534	cosine	24.0	8.0	14.0	0.29414945559696426	0.022017809811881017
-1.1681471445449263	cosine	24.0	4.0	2.0	0.4326217838658934	0.0015295535381500524
0.09897007736440244	cosine	24.0	10.0	12.0	0.22882123757746228	0.05861420943696903
-0.039075732078211724	cosine	24.0	22.0	18.0	0.2541785623789577	0.040919829260890266
-0.17392775799412602	cosine	24.0	12.0	8.0	0.21405857708859377	0.07139933215686703
1.4311977196716426	cosine	24.0	6.0	12.0	0.3971017650559018	0.0032782919758639786
-0.9351341657207966	cosine	24.0	6.0	4.0	0.3173972005106735	0.014893695995628085
0.2133685146936847	cosine	24.0	0.0	2.0	0.23620256782189655	0.052934139906380795
-0.11032954925096096	cosine	24.0	10.0	12.0	0.1845332561108567	0.10323755908592297
0.39896293722397397	cosine	24.0	14.0	18.0	0.2983835297492112	0.020539183818460795
0.1743709595279988	cosine	24.0	4.0	16.0	0.28886033117174187	0.023990189143146694
0.027188763461479748	cosine	24.0	2.0	14.0	0.36198952893673986	0.006602618688996535
1.8730244539560021	cosine	24.0	20.0	0.0	0.22711994083632678	0.059988929747551704
0.0980518589551021	cosine	24.0	14.0	16.0	0.2731092190440679	0.030762062328506853
1.832696229349715	cosine	24.0	18.0	16.0	0.13681201711998336	0.1744777691802858
-2.902510936297509	cosine	24.0	12.0	8.0	0.28049054928850214	0.02741363646522646
1.0361571499368403	cosine	24.0	4.0	2.0	0.3142978771675294	0.015710968084713377
0.40665747940655445	cosine	24.0	4.0	2.0	0.21076445880646086	0.0745247925817003
-0.6417751937089231	cosine	24.0	14.0	20.0	0.43673327297875886	0.0013954236360342212
