ID	Waveform	Period	Phase	Nadir	Tau	P
-0.19388617104212877	cosine	24.0	8.0	10.0	0.48716779613266165	0.0004262546337290486
1.07483262879839	cosine	24.0	0.0	22.0	0.14652899408795275	0.15789673145623845
-0.020744465982567226	cosine	24.0	12.0	14.0	0.24358389806633082	0.04769966180633572
1.295060076418353	cosine	24.0	14.0	12.0	0.28049054928850214	0.02741363646522646
-1.0110784164223607	cosine	24.0	18.0	20.0	0.18118348213186988	0.10741654185240362
-0.3358745674469252	cosine	24.0	18.0	0.0	0.3284759038915032	0.012264171834014782
-1.3060387886457159	cosine	24.0	8.0	4.0	0.3720584753663004	0.005430836150817805
-0.8706958968409408	cosine	24.0	6.0	18.0	0.31079909050124127	0.016679520254869944
0.2068552168404924	cosine	24.0	18.0	16.0	0.3216931213361771	0.01382149916799702
0.31730097250771827	cosine	24.0	10.0	8.0	0.1550079351331196	0.14430254111594104
1.0909560114272943	cosine	24.0	2.0	22.0	0.2458918427695533	0.04615084821555857
0.5538939592664927	cosine	24.0	20.0	0.0	0.27840508876711023	0.028327345676766758
-1.283864603146996	cosine	24.0	10.0	8.0	0.413354493688319	0.00232862927072122
1.153273728334727	cosine	24.0	16.0	18.0	0.18118348213186988	0.10741654185240362
-1.3939128101990035	cosine	24.0	2.0	0.0	0.21405857708859377	0.07139933215686703
0.5865123167795079	cosine	24.0	4.0	22.0	0.2408823295204357	0.049565208125727844
-0.700487778063735	cosine	24.0	12.0	14.0	0.413354493688319	0.00232862927072122
0.295182161571215	cosine	24.0	4.0	2.0	0.28471690049293835	0.0256371939762934
-0.9864653059171254	cosine	24.0	20.0	22.0	0.19929591659972523	0.08622355226943118
-0.5168807182383467	cosine	24.0	14.0	12.0	0.30263454002180495	0.019140153805216078
0.329129438627303	cosine	24.0	6.0	8.0	0.32477853075510776	0.013093115992743426
-0.6412065753663743	cosine	24.0	16.0	12.0	0.16576862763845066	0.12821813932553655
0.5399420243112203	cosine	24.0	2.0	22.0	0.2752520628017388	0.029756812538456148
0.6976567807977978	cosine	24.0	12.0	10.0	0.3100158702662392	0.016903200710028324
0.45498246821156757	cosine	24.0	18.0	16.0	0.23295019131240413	0.055380662873957556
-2.1387401750350765	cosine	24.0	20.0	18.0	0.18118348213186988	0.10741654185240362
-1.02120265532986	cosine	24.0	4.0	0.0	0.36469098080459145	0.006268102368788777
-2.36524871553965	cosine	24.0	4.0	6.0	0.3100158702662392	0.016903200710028324
-0.40250391833977633	cosine	24.0	16.0	14.0	0.22143990733302804	0.06476208627439409
-0.5536627031770507	cosine	24.0	6.0	8.0	0.26572788879963366	0.03444220575113408
-1.3370784669363818	cosine	24.0	10.0	12.0	0.3469225214884106	0.008773600268086433
0.6583203863270843	cosine	24.0	12.0	18.0	0.4265167106155982	0.0017504949338750207
-1.4892753262592335	cosine	24.0	20.0	4.0	0.28886033117174187	0.023990189143146694
-0.0343036873427368	cosine	24.0	18.0	16.0	0.21815970297510862	0.06764995867882109
1.103773765629842	cosine	24.0	12.0	10.0	0.30263454002180495	0.019140153805216078
0.9210280598566063	cosine	24.0	12.0	0.0	0.18647945430074478	0.10086448344866494
-0.6077496714429976	cosine	24.0	4.0	2.0	0.16639299379457437	0.12732468937632635
2.127714940426217	cosine	24.0	16.0	2.0	0.3926929429304807	0.0035899625406177324
-1.231072434893262	cosine	24.0	0.0	2.0	0.2952532097773707	0.02162395005989455
-0.2767108779490533	cosine	24.0	4.0	20.0	0.2815474113952421	0.026960055111695882
0.04701504494317847	cosine	24.0	18.0	16.0	0.24034543548105186	0.04994280222373064
-1.0407041619214716	cosine	24.0	2.0	0.0	0.16238926537755388	0.1331294177656946
1.0610667231011297	cosine	24.0	22.0	0.0	0.2490992899495197	0.04406574993045694
0.11948147630241435	cosine	24.0	22.0	20.0	0.2878718795329364	0.024374796195956446
-0.3184970197107352	cosine	24.0	6.0	8.0	0.21405857708859377	0.07139933215686703
0.7436141228072809	cosine	24.0	20.0	16.0	0.3382718739365089	0.01028420398543131
0.49936549743109915	cosine	24.0	4.0	18.0	0.35899603551548426	0.0069916470137857895
0.4707842156989988	cosine	24.0	2.0	0.0	0.3173972005106735	0.014893695995628085
-0.300145812157202	cosine	24.0	6.0	0.0	0.2794419828171161	0.027869928627522758
0.06930404649609478	cosine	24.0	16.0	12.0	0.36469098080459145	0.006268102368788777
-0.355129151431773	cosine	24.0	6.0	4.0	0.2583465585551994	0.03847661585264555
-0.7086159535070109	cosine	24.0	18.0	16.0	0.29211214466158614	0.02276070879876716
0.9364617387076369	cosine	24.0	8.0	2.0	0.3425884971194647	0.009504204798824281
0.33734481477385053	cosine	24.0	18.0	16.0	0.34387885384212036	0.009281315096840078
-0.5621112045060954	cosine	24.0	18.0	20.0	0.4252265396972456	0.0018007516288111659
0.5116878874043167	cosine	24.0	8.0	6.0	0.32477853075510776	0.013093115992743426
-0.6979544889229414	cosine	24.0	22.0	20.0	0.3173972005106735	0.014893695995628085
0.8173379694762586	cosine	24.0	22.0	20.0	0.33215986099954203	0.011483852877009561
0.6416042634711077	cosine	24.0	8.0	16.0	0.2815474113952421	0.026960055111695882
1.8448334115183511	cosine	24.0	10.0	12.0	0.24358389806633082	0.04769966180633572
-1.6955012999786128	cosine	24.0	20.0	14.0	0.29727222782587787	0.020918889760707993
-1.6624677854329637	cosine	24.0	2.0	4.0	0.21815970297510862	0.06764995867882109
0.25964658134075	cosine	24.0	14.0	16.0	0.22143990733302804	0.06476208627439409
0.2805930058271887	cosine	24.0	22.0	0.0	0.20514059172313384	0.08010054349500118
1.017033285531676	cosine	24.0	2.0	4.0	0.3069026329988816	0.017817847893956983
0.6669069508266111	cosine	24.0	6.0	8.0	0.2952532097773707	0.02162395005989455
-0.40235119064402536	cosine	24.0	8.0	6.0	0.26572788879963366	0.03444220575113408
0.1492245939248465	cosine	24.0	6.0	8.0	0.2952532097773707	0.02162395005989455
0.4173568625956087	cosine	24.0	4.0	0.0	0.2689135515023755	0.032811789040382046
1.6275673340725736	cosine	24.0	16.0	18.0	0.3586693421794159	0.0070353044355588755
1.0595185549969774	cosine	24.0	12.0	10.0	0.3616851819772791	0.0066412775630506635
1.01685572799644	cosine	24.0	14.0	12.0	0.413354493688319	0.00232862927072122
-0.039442570121925986	cosine	24.0	4.0	2.0	0.2551359238183474	0.04034778682105685
-0.04853869138101794	cosine	24.0	10.0	20.0	0.3516695858110866	0.008030305253720312
0.0693554603017768	cosine	24.0	2.0	0.0	0.32477853075510776	0.013093115992743426
0.12400587256157201	cosine	24.0	14.0	10.0	0.29101603518750224	0.023169067299739072
0.4446086528099803	cosine	24.0	16.0	18.0	0.21815970297510862	0.06764995867882109
1.1300315049896734	cosine	24.0	12.0	14.0	0.3395411912439763	0.010049245916082774
0.3100710061991816	cosine	24.0	2.0	4.0	0.2773216563242906	0.02881195020498228
-1.9059652933247195	cosine	24.0	12.0	10.0	0.24358389806633082	0.04769966180633572
0.7154422232704163	cosine	24.0	10.0	14.0	0.29101603518750224	0.023169067299739072
0.9428872949546648	cosine	24.0	16.0	18.0	0.23295019131240413	0.055380662873957556
2.3835876749127674	cosine	24.0	10.0	6.0	0.23207607869383093	0.05605319139859437
0.7724581977420938	cosine	24.0	8.0	14.0	0.26473451003726783	0.034964025382031784
1.4115351085365286	cosine	24.0	14.0	12.0	0.16977059562198815	0.12256654833167985
1.087814965776894	cosine	24.0	18.0	16.0	0.24774067964969962	0.04493949144849353
-1.4534922265720291	cosine	24.0	12.0	10.0	0.2878718795329364	0.024374796195956446
-2.261361411662278	cosine	24.0	12.0	16.0	0.2983835297492112	0.020539183818460795
2.0157520799091535	cosine	24.0	10.0	12.0	0.1550079351331196	0.14430254111594104
1.075111126266386	cosine	24.0	14.0	16.0	0.32477853075510776	0.013093115992743426
-0.8182004969494293	cosine	24.0	12.0	14.0	0.3173972005106735	0.014893695995628085
1.1384005845445477	cosine	24.0	20.0	22.0	0.23620256782189655	0.052934139906380795
-0.10258798830983554	cosine	24.0	0.0	4.0	0.27628104606408443	0.02928387041000692
0.8900029765795568	cosine	24.0	8.0	10.0	0.3100158702662392	0.016903200710028324
-0.8105150295310586	cosine	24.0	2.0	4.0	0.2699264121556429	0.03230693818080994
0.5417611579806096	cosine	24.0	0.0	22.0	0.16850834320114566	0.12432991439258562
0.054245306758678793	cosine	24.0	2.0	22.0	0.3413125578741561	0.009729191976092375
-1.2621787134247706	cosine	24.0	20.0	22.0	0.14762660488868534	0.15609104027542364
0.36471316993934905	cosine	24.0	16.0	12.0	0.15103363851503282	0.15057309273890357
-0.7670437410453792	cosine	24.0	4.0	2.0	0.38825031885400685	0.003930673389220724
0.9501113919233278	cosine	24.0	20.0	22.0	0.17715192586642242	0.11260606365924808
0.9705090721853418	cosine	24.0	16.0	14.0	0.19929591659972523	0.08622355226943118
-1.050356069304616	cosine	24.0	8.0	12.0	0.1845332561108567	0.10323755908592297
1.5091153881487764	cosine	24.0	10.0	12.0	0.19929591659972523	0.08622355226943118
-0.27328631873332976	cosine	24.0	14.0	16.0	0.2878718795329364	0.024374796195956446
-0.30001680781145856	cosine	24.0	6.0	4.0	0.22143990733302804	0.06476208627439409
2.3254580311695454	cosine	24.0	0.0	2.0	0.2509652283107651	0.042888118888463896
-0.2730230084721024	cosine	24.0	12.0	14.0	0.2509652283107651	0.042888118888463896
0.6714236926391005	cosine	24.0	4.0	6.0	0.3173972005106735	0.014893695995628085
0.10914475212213393	cosine	24.0	14.0	16.0	0.22143990733302804	0.06476208627439409
0.16554459000629765	cosine	24.0	10.0	18.0	0.2490992899495197	0.04406574993045694
0.1107087711301663	cosine	24.0	0.0	20.0	0.24177284024512205	0.04894394450731348
0.5923921579554207	cosine	24.0	16.0	20.0	0.25002703725741965	0.04347701138065798
-0.2275650613215287	cosine	24.0	10.0	8.0	0.22882123757746228	0.05861420943696903
-0.5774688238965098	cosine	24.0	0.0	2.0	0.17715192586642242	0.11260606365924808
-2.1646345107439173	cosine	24.0	2.0	18.0	0.2930579881759055	0.022413223470489428
0.15646435289186217	cosine	24.0	20.0	22.0	0.1550079351331196	0.14430254111594104
0.8893330919421675	cosine	24.0	18.0	16.0	0.3660645863480636	0.006103836469221554
0.6414131840890066	cosine	24.0	18.0	20.0	0.24774067964969962	0.04493949144849353
2.770362698576478	cosine	24.0	16.0	18.0	0.3216931213361771	0.01382149916799702
-0.635435727562106	cosine	24.0	16.0	18.0	0.33648360967347263	0.010623344634627566
0.2164216502511383	cosine	24.0	2.0	0.0	0.16238926537755388	0.1331294177656946
-1.0087505600452642	cosine	24.0	2.0	20.0	0.25960865206574274	0.037760701669805136
-0.7918302788988821	cosine	24.0	2.0	0.0	0.4502611449104903	0.0010263673653035312
-0.08463982076714674	cosine	24.0	16.0	14.0	0.2878718795329364	0.024374796195956446
