ID	Waveform	Period	Phase	Nadir	Tau	P
-0.748545013416208	cosine	24.0	12.0	18.0	0.3088569283768125	0.017238887161647665
0.25303054298549343	cosine	24.0	22.0	20.0	0.2583465585551994	0.03847661585264555
-0.036815828029399485	cosine	24.0	20.0	16.0	0.33091813754658483	0.011741909652740369
0.5277349075446985	cosine	24.0	12.0	18.0	0.24267330086749553	0.0483220815907642
0.6499706296150193	cosine	24.0	6.0	8.0	0.2509652283107651	0.042888118888463896
-1.2629889716165819	cosine	24.0	0.0	4.0	0.20997359500870416	0.07529048637923798
0.985909567183348	cosine	24.0	4.0	22.0	0.21898393592766882	0.0669151152719305
-1.806448921090694	cosine	24.0	14.0	8.0	0.3235644011566607	0.013375682598903569
0.13150668915272193	cosine	24.0	10.0	8.0	0.21405857708859377	0.07139933215686703
-0.7170982305494258	cosine	24.0	14.0	16.0	0.19929591659972523	0.08622355226943118
-1.7684431203806454	cosine	24.0	0.0	2.0	0.2509652283107651	0.042888118888463896
1.7471752402598253	cosine	24.0	8.0	12.0	0.3173972005106735	0.014893695995628085
1.2250484237547798	cosine	24.0	14.0	18.0	0.3867934644897182	0.004048549572026775
-0.2386285467571643	cosine	24.0	22.0	10.0	0.36198952893673986	0.006602618688996535
-0.45315056813300764	cosine	24.0	12.0	2.0	0.21653162273736784	0.06911977279696901
-2.1671119134515635	cosine	24.0	18.0	6.0	0.34005076960724046	0.009956246028067745
-1.574312077024997	cosine	24.0	0.0	2.0	0.24358389806633082	0.04769966180633572
-0.5716416758891018	cosine	24.0	6.0	4.0	0.26572788879963366	0.03444220575113408
-0.7934651148512873	cosine	24.0	20.0	18.0	0.3808550746853591	0.004562440916140081
0.21112675376057233	cosine	24.0	6.0	8.0	0.19191458635529096	0.09444831922890234
-0.3083602974996727	cosine	24.0	12.0	18.0	0.24267330086749553	0.0483220815907642
1.2631789930437647	cosine	24.0	4.0	2.0	0.20336921463781313	0.08192052243423542
0.01376790504783416	cosine	24.0	8.0	6.0	0.2731092190440679	0.030762062328506853
-1.6980695422146486	cosine	24.0	16.0	14.0	0.2731092190440679	0.030762062328506853
0.20630288179341785	cosine	24.0	10.0	12.0	0.3469225214884106	0.008773600268086433
-2.5592081067325627	cosine	24.0	22.0	2.0	0.3046122828339243	0.01851739807192879
-0.648582726642498	cosine	24.0	20.0	22.0	0.3616851819772791	0.0066412775630506635
-0.8988224355880633	cosine	24.0	2.0	0.0	0.2509652283107651	0.042888118888463896
0.05283290355681975	cosine	24.0	20.0	4.0	0.31079909050124127	0.016679520254869944
0.021637169060454643	cosine	24.0	6.0	8.0	0.23620256782189655	0.052934139906380795
-0.46420338345817397	cosine	24.0	22.0	20.0	0.23620256782189655	0.052934139906380795
0.1978595147793209	cosine	24.0	4.0	18.0	0.38097538462867714	0.004551476929324292
1.048596569709144	cosine	24.0	0.0	14.0	0.30038443788030317	0.01987023624788583
-0.44779052669698044	cosine	24.0	8.0	4.0	0.23207607869383093	0.05605319139859437
-0.10403817829326098	cosine	24.0	10.0	14.0	0.27628104606408443	0.02928387041000692
-0.3023731519220139	cosine	24.0	0.0	20.0	0.27107863906271257	0.03174043341798899
-2.775508337862088	cosine	24.0	12.0	8.0	0.28049054928850214	0.02741363646522646
1.576691451013841	cosine	24.0	10.0	8.0	0.3100158702662392	0.016903200710028324
0.2563546242807897	cosine	24.0	0.0	2.0	0.22882123757746228	0.05861420943696903
-0.1208585602580317	cosine	24.0	0.0	22.0	0.3296902366978937	0.01200202793833976
-2.100038004064946	cosine	24.0	4.0	6.0	0.35430385173284484	0.007642194440630212
-1.461760000852996	cosine	24.0	20.0	22.0	0.2583465585551994	0.03847661585264555
0.04119051043295855	cosine	24.0	18.0	16.0	0.21076445880646086	0.0745247925817003
-0.5713975206571589	cosine	24.0	10.0	8.0	0.16977059562198815	0.12256654833167985
-0.0011645913604196735	cosine	24.0	0.0	2.0	0.1845332561108567	0.10323755908592297
0.7413495096132912	cosine	24.0	18.0	16.0	0.2699264121556429	0.03230693818080994
0.7543001369572485	cosine	24.0	12.0	10.0	0.28049054928850214	0.02741363646522646
-1.5401002039091638	cosine	24.0	20.0	22.0	0.3100158702662392	0.016903200710028324
0.2669093255792384	cosine	24.0	4.0	22.0	0.2700801876441249	0.03223085368788413
1.287122033655144	cosine	24.0	22.0	10.0	0.42049288714873817	0.001996585957609922
0.2850558876009795	cosine	24.0	14.0	16.0	0.2509652283107651	0.042888118888463896
-0.07822501157509007	cosine	24.0	20.0	18.0	0.4400170280345411	0.0012961112381875797
0.16463631501208403	cosine	24.0	6.0	8.0	0.1845332561108567	0.10323755908592297
-1.2775229250440945	cosine	24.0	18.0	16.0	0.28471690049293835	0.0256371939762934
-0.011419219842106587	cosine	24.0	14.0	12.0	0.26572788879963366	0.03444220575113408
1.7970234730905896	cosine	24.0	16.0	18.0	0.29211214466158614	0.02276070879876716
0.37483917693212937	cosine	24.0	0.0	22.0	0.45423988167265356	0.0009362824376808947
1.489294265879057	cosine	24.0	12.0	2.0	0.3633327228982952	0.006434369694368368
0.5426684091335346	cosine	24.0	8.0	6.0	0.3100158702662392	0.016903200710028324
-0.46074475134992876	cosine	24.0	2.0	10.0	0.23444639054072441	0.05424431461757581
-0.1299089189414778	cosine	24.0	18.0	10.0	0.30038443788030317	0.01987023624788583
0.15816226378511541	cosine	24.0	16.0	14.0	0.16238926537755388	0.1331294177656946
-0.08644992357270075	cosine	24.0	4.0	6.0	0.19191458635529096	0.09444831922890234
-1.6379564903596673	cosine	24.0	16.0	4.0	0.28886033117174187	0.023990189143146694
1.0168143562236271	cosine	24.0	8.0	10.0	0.2878718795329364	0.024374796195956446
0.8561972846544788	cosine	24.0	22.0	12.0	0.4469134319682559	0.0011082524137469671
1.4260656633856614	cosine	24.0	14.0	18.0	0.40152845361313605	0.0029900564410862453
-0.13226323699494294	cosine	24.0	0.0	4.0	0.28364854062579337	0.02607689362942387
1.8326536036154935	cosine	24.0	20.0	18.0	0.23295019131240413	0.055380662873957556
0.8804597006099465	cosine	24.0	10.0	2.0	0.26375218935831496	0.03548639977917875
-0.03292237109620405	cosine	24.0	10.0	12.0	0.3173972005106735	0.014893695995628085
0.2829773718477299	cosine	24.0	18.0	14.0	0.2173410895704131	0.0683859475317161
-1.5250720897517445	cosine	24.0	2.0	4.0	0.24774067964969962	0.04493949144849353
0.5150832619638066	cosine	24.0	4.0	18.0	0.2930579881759055	0.022413223470489428
0.4743255562971394	cosine	24.0	4.0	2.0	0.2551359238183474	0.04034778682105685
-1.8030704293531201	cosine	24.0	8.0	12.0	0.22143990733302804	0.06476208627439409
-0.781517886332375	cosine	24.0	12.0	14.0	0.3912105029550162	0.003700585778126575
-0.18859135603833393	cosine	24.0	18.0	16.0	0.24774067964969962	0.04493949144849353
0.38434985611343475	cosine	24.0	18.0	16.0	0.3069026329988816	0.017817847893956983
1.6448009748885979	cosine	24.0	8.0	10.0	0.10333862342207975	0.23964102331065734
0.2866203090685612	cosine	24.0	16.0	14.0	0.413354493688319	0.00232862927072122
-0.7182365534363732	cosine	24.0	0.0	22.0	0.10989674556596457	0.22591886828671226
-1.1335142210433364	cosine	24.0	0.0	2.0	0.4207358239327533	0.0019860827842088013
0.9558176652266702	cosine	24.0	2.0	4.0	0.1885787263005176	0.09834961988888624
-0.42200260895383157	cosine	24.0	2.0	6.0	0.31311851887262904	0.016031910355278088
-0.9356036667918916	cosine	24.0	8.0	6.0	0.3173972005106735	0.014893695995628085
0.10343013102141363	cosine	24.0	0.0	22.0	0.3077108875847008	0.01757642110804049
0.5589400084614955	cosine	24.0	12.0	14.0	0.21405857708859377	0.07139933215686703
1.872689439282236	cosine	24.0	14.0	20.0	0.42205316296266615	0.0019299973647081317
0.07987615928450559	cosine	24.0	8.0	6.0	0.39859183319945046	0.003178592823322213
0.2635924974603251	cosine	24.0	16.0	22.0	0.5568101775342205	6.894272655984205e-05
0.895096008750237	cosine	24.0	8.0	10.0	0.6052690800436099	1.708873703960152e-05
-0.1853231356970904	cosine	24.0	22.0	20.0	0.16977059562198815	0.12256654833167985
0.772052277103693	cosine	24.0	14.0	8.0	0.16178220057833034	0.13402521306684823
-0.16621433005247493	cosine	24.0	22.0	0.0	0.18316124260994093	0.1049347021149013
-1.5720380815011261	cosine	24.0	20.0	18.0	0.22555494714375637	0.0612756889104502
0.3686610686558878	cosine	24.0	0.0	6.0	0.47799286534506696	0.0005332941435529806
0.9027865026031434	cosine	24.0	12.0	20.0	0.14652899408795275	0.15789673145623845
-1.074597689654458	cosine	24.0	16.0	0.0	0.36198952893673986	0.006602618688996535
-0.019104382032822602	cosine	24.0	2.0	4.0	0.1589977496259266	0.13818700065494172
